workerid,global_comments,gender,age,race,region,regionComments,sentence,speaker,sgender,intonation,verification,ohyeschoice,spcertainty,adcertainty,authority,politeness,comment1,comment2
AKTVRPNDADCDW,,gen=1,age=1,eth=3,Midwest,,married,aar,m,rise3,Ellen is married?,response=2,21,26,41,77,,
AKTVRPNDADCDW,,gen=1,age=1,eth=3,Midwest,,mom,kev,m,fall,No one knows Andy's mom,response=1,64,63,61,65,No one knows Andy's mom.,
A2D2U7M4IYRMW7,No,gen=1,age=2,eth=3,Philadelphia PA,No,spaceship,kev,m,qrise,Was Maria in a spaceship to the moon?,response=2,1,74,29,95,No,He sounds concerned.
A2D2U7M4IYRMW7,No,gen=1,age=2,eth=3,Philadelphia PA,No,mom,ros,f,fall,Eleanor is Annie's mom. ,response=1,99,24,72,81,None.,She sounds as if she is introducing Eleanor.
A2D2U7M4IYRMW7,No,gen=1,age=2,eth=3,Philadelphia PA,No,married,bon,f,rise3,Ellen is married?,response=2,3,36,7,65,No,She says it as if she doesn't believe it.
A2D2U7M4IYRMW7,No,gen=1,age=2,eth=3,Philadelphia PA,No,obama,aar,m,rise1,Lauren met President Obama?,response=2,28,61,56,59,No.,He sounds distrusting of the information. 
A2D2U7M4IYRMW7,No,gen=1,age=2,eth=3,Philadelphia PA,No,yemen,aar,m,rise2,Linny's from Yemen?,response=2,42,70,59,73,No,He sounds like he is a little surprised by the information. 
A27B0BV6MNTEPZ,,gen=2,age=2,eth=3,Midwest,,yemen,aar,m,fall,Lenny from Yemen,response=2,67,67,59,39,Yes,Yes
A27B0BV6MNTEPZ,,gen=2,age=2,eth=3,Midwest,,spaceship,kev,m,rise2,Brie was in a spaceship to the moon,response=2,31,33,35,62,Yes,No
A27B0BV6MNTEPZ,,gen=2,age=2,eth=3,Midwest,,married,bon,f,rise1,Ellen is married,response=1,79,77,78,80,,
A27B0BV6MNTEPZ,,gen=2,age=2,eth=3,Midwest,,mom,ros,f,rise3,Eleanore is Annie's mom,response=2,79,76,80,74,,
A27B0BV6MNTEPZ,,gen=2,age=2,eth=3,Midwest,,obama,aar,m,qrise,Did Laura meet president Obama,response=2,30,32,32,76,,
A3FXJT6ZRWE3Z2,None,gen=1,age=2,eth=2,Ohio,None,yemen,ros,f,qrise,Is Lenny from Yeven?,response=2,30,85,35,65,None,Speaker is curious
A3FXJT6ZRWE3Z2,None,gen=1,age=2,eth=2,Ohio,None,spaceship,bon,f,rise1,Maria was in a spaceship to the moon,response=2,40,70,55,50,None,Speaker finds the information somewhat hard to believe
A3FXJT6ZRWE3Z2,None,gen=1,age=2,eth=2,Ohio,None,obama,ros,f,rise3,Laura met President Obama,response=2,30,70,55,60,None,Speaker sounds slightly surprised
A3FXJT6ZRWE3Z2,None,gen=1,age=2,eth=2,Ohio,None,mom,kev,m,rise2,How I know where is Annie's mom,response=2,35,80,45,60,I wanna know where is Annie's mom,Speaker is mildly curious
A3FXJT6ZRWE3Z2,None,gen=1,age=2,eth=2,Ohio,None,married,aar,m,fall,Ellen is married,response=1,100,20,85,40,None,Speaker sounds a little resigned
A3201SGKC2IXYI,,gen=2,age=2,eth=3,Indiana,,yemen,ros,f,rise2,Consult the handbook,response=2,20,89,17,61,,
A3201SGKC2IXYI,,gen=2,age=2,eth=3,Indiana,,obama,ros,f,rise1,Laura met President Obama,response=2,36,37,28,55,,
A3201SGKC2IXYI,,gen=2,age=2,eth=3,Indiana,,married,aar,m,rise3,Ellen is married,response=1,48,46,46,76,,
A3201SGKC2IXYI,,gen=2,age=2,eth=3,Indiana,,mom,kev,m,fall,Eleanor is Annie's mom,response=1,57,57,60,65,,
A3201SGKC2IXYI,,gen=2,age=2,eth=3,Indiana,,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=1,22,25,21,46,,
A3OAZHTJ8DPE6M,,gen=1,age=2,eth=3,Washington,,yemen,aar,m,qrise,Is Lenny from yemen?,response=2,74,39,61,63,,
A3OAZHTJ8DPE6M,,gen=1,age=2,eth=3,Washington,,mom,ros,f,rise2,Elinor is Annies mom?,response=2,26,40,39,64,,
A3OAZHTJ8DPE6M,,gen=1,age=2,eth=3,Washington,,married,bon,f,fall,Ellen is married.,response=1,82,24,71,68,,
A3OAZHTJ8DPE6M,,gen=1,age=2,eth=3,Washington,,obama,aar,m,rise3,Laura met President Obama?,response=2,17,78,65,64,,
A3OAZHTJ8DPE6M,,gen=1,age=2,eth=3,Washington,,spaceship,kev,m,rise1,Maria was in a spaceship to the moon?,response=2,61,79,64,61,,
A1SKAGZXTWZW9D,no,gen=2,age=3,eth=3,Midwest,no,obama,aar,m,rise2,Laura met President Obama,response=1,92,93,85,93,no,no
A1SKAGZXTWZW9D,no,gen=2,age=3,eth=3,Midwest,no,mom,ros,f,rise1,Elanor is Annie's mom.,response=2,92,92,90,94,no,no
A1SKAGZXTWZW9D,no,gen=2,age=3,eth=3,Midwest,no,yemen,aar,m,rise3,Lenny's from Yemen.,response=2,82,95,78,89,no,no
A1SKAGZXTWZW9D,no,gen=2,age=3,eth=3,Midwest,no,spaceship,kev,m,fall,Maria was in a spaceship to the moon.,response=1,100,100,95,95,no,no
A1SKAGZXTWZW9D,no,gen=2,age=3,eth=3,Midwest,no,married,bon,f,qrise,Is Ellen married?,response=2,20,83,65,95,no,no
A24O8U6HKPJKVA,,gen=1,age=2,eth=3,Virginia,,yemen,ros,f,rise1,Lenny's from Yemen,response=1,60,38,60,67,,
A24O8U6HKPJKVA,,gen=1,age=2,eth=3,Virginia,,spaceship,bon,f,rise3,Maria was in a spaceship to the moon,response=2,28,34,44,65,,
A24O8U6HKPJKVA,,gen=1,age=2,eth=3,Virginia,,mom,kev,m,qrise,His owner and his mom,response=2,35,29,43,55,,
A24O8U6HKPJKVA,,gen=1,age=2,eth=3,Virginia,,obama,ros,f,fall,Laura met President Obama,response=2,72,71,57,61,,
A24O8U6HKPJKVA,,gen=1,age=2,eth=3,Virginia,,married,aar,m,rise2,Ellen is married,response=2,38,29,57,58,,
A2PWE9TKEM99BA,No,gen=1,age=2,eth=2,California,No,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,8,7,34,93,No,No
A2PWE9TKEM99BA,No,gen=1,age=2,eth=2,California,No,married,aar,m,rise3,Ellen is married?,response=2,5,2,17,79,No,No
A2PWE9TKEM99BA,No,gen=1,age=2,eth=2,California,No,obama,ros,f,rise1,Laura met President Obama?,response=2,24,28,55,56,No,No
A2PWE9TKEM99BA,No,gen=1,age=2,eth=2,California,No,mom,kev,m,fall,Eleanor is Andy's mom.,response=1,91,85,80,39,No,No
A2PWE9TKEM99BA,No,gen=1,age=2,eth=2,California,No,yemen,ros,f,rise2,Lenny's from Yemen?,response=2,25,37,43,52,No,No
A3749CB7HBP2WR,,gen=1,age=1,eth=3,California/Southwest,,yemen,aar,m,rise2,Lenny's from yemin,response=1,64,64,35,80,,
A3749CB7HBP2WR,,gen=1,age=1,eth=3,California/Southwest,,mom,ros,f,fall,Eleanore is Annie's mom,response=2,100,100,81,82,,
A3749CB7HBP2WR,,gen=1,age=1,eth=3,California/Southwest,,spaceship,kev,m,qrise,Was Maria on a spaceship to the moon?,response=1,19,19,28,80,,
A3749CB7HBP2WR,,gen=1,age=1,eth=3,California/Southwest,,obama,aar,m,rise1,Laura met President Obama,response=2,88,90,82,86,,
A3749CB7HBP2WR,,gen=1,age=1,eth=3,California/Southwest,,married,bon,f,rise3,Ellen is married,response=1,24,77,23,82,,
A2A4S9LCF1R181,No.,gen=1,age=2,eth=3,Northeast,No.,obama,ros,f,rise2,Where I met President Obama,response=2,91,48,29,77,No.,No.
A2A4S9LCF1R181,No.,gen=1,age=2,eth=3,Northeast,No.,mom,kev,m,rise1,and his mom,response=1,33,54,20,56,No.,No.
A2A4S9LCF1R181,No.,gen=1,age=2,eth=3,Northeast,No.,spaceship,bon,f,fall,Maria was in a spaceship to the moon.,response=1,82,63,47,55,No.,No.
A2A4S9LCF1R181,No.,gen=1,age=2,eth=3,Northeast,No.,yemen,ros,f,rise3,Lenny's from Yemen,response=2,28,45,44,75,No.,No.
A2A4S9LCF1R181,No.,gen=1,age=2,eth=3,Northeast,No.,married,aar,m,qrise,Is Ellen married?,response=2,11,2,37,77,No.,No.
A397HP5TSIF2LO,No,gen=2,age=4,eth=3,Colorado,No,yemen,aar,m,qrise,Is Lenny from Yemen?,response=2,17,69,57,71,,
A397HP5TSIF2LO,No,gen=2,age=4,eth=3,Colorado,No,spaceship,kev,m,rise1,Maria was in a spaceship to the moon?,response=2,35,68,38,44,,
A397HP5TSIF2LO,No,gen=2,age=4,eth=3,Colorado,No,obama,aar,m,rise3,Laura met President Obama?,response=2,35,43,38,58,,As in the previous to files the voice became higher at the end of the sentence indicating a question. 
A397HP5TSIF2LO,No,gen=2,age=4,eth=3,Colorado,No,married,bon,f,fall,Ellen is married.,response=1,71,27,65,30,,
A397HP5TSIF2LO,No,gen=2,age=4,eth=3,Colorado,No,mom,ros,f,rise2,Elanor is Annie's mom?,response=2,36,40,39,42,,My impression is that she seemed to go from making a statement to posing a question.
A34A7MN2SKHWUC,no,gen=1,age=5,eth=3,south,no,yemen,aar,m,qrise,Is Lenny from Yemen?,response=2,3,92,76,98,no,no
A34A7MN2SKHWUC,no,gen=1,age=5,eth=3,south,no,obama,aar,m,rise3,Laura met President Obama?,response=2,1,26,19,88,no,he is unsure
A34A7MN2SKHWUC,no,gen=1,age=5,eth=3,south,no,spaceship,kev,m,rise1,Maria was in a spaceship to the moon?,response=2,34,82,33,100,no,no
A34A7MN2SKHWUC,no,gen=1,age=5,eth=3,south,no,mom,ros,f,rise2,Eleanor is Annie's mom?,response=2,39,100,57,100,no,no
A34A7MN2SKHWUC,no,gen=1,age=5,eth=3,south,no,married,bon,f,fall,Ellen is married.,response=1,100,20,100,100,no,no
A3JQ7DXNK59KEW,NA,gen=2,age=1,eth=3,Midwest Indiana,NA,yemen,ros,f,rise1,Lenny's from Yemen.,response=1,89,92,66,60,It sounds like it comes with a lot of other information beforehand,
A3JQ7DXNK59KEW,NA,gen=2,age=1,eth=3,Midwest Indiana,NA,obama,ros,f,fall,Lora met president Obama.,response=1,88,88,60,55,,
A3JQ7DXNK59KEW,NA,gen=2,age=1,eth=3,Midwest Indiana,NA,spaceship,bon,f,rise3,Maria was in a spaceship to the moon.,response=1,86,87,67,59,,
A3JQ7DXNK59KEW,NA,gen=2,age=1,eth=3,Midwest Indiana,NA,mom,kev,m,qrise,Is Owen around his mom?,response=2,22,87,34,62,,
A3JQ7DXNK59KEW,NA,gen=2,age=1,eth=3,Midwest Indiana,NA,married,aar,m,rise2,Ellen is married.,response=1,90,90,68,59,,
A37P99M7Q997H0,,gen=2,age=2,eth=3,California,,mom,ros,f,fall,Eleanor is Annie's mom.,response=1,91,34,60,50,No,The speaker sounded forced. Inflections weren't natural-sounding.
A37P99M7Q997H0,,gen=2,age=2,eth=3,California,,spaceship,kev,m,qrise,Was Marie on a spaceship to the moon?,response=2,14,67,17,61,No,The speaker needs to enunciate better. Words were kind of slurred together.
A37P99M7Q997H0,,gen=2,age=2,eth=3,California,,married,bon,f,rise3,Ellen is married?,response=2,76,79,19,34,,
A37P99M7Q997H0,,gen=2,age=2,eth=3,California,,obama,aar,m,rise1,Laura met president Obama,response=1,65,42,39,44,The clip sounded cut off at the end like it had been stopped mid-sentence.,
A37P99M7Q997H0,,gen=2,age=2,eth=3,California,,yemen,aar,m,rise2,Lenny's from Yemen.,response=1,80,47,46,47,,
A1WGXVMQMFQQM6,,gen=2,age=2,eth=3,Midwest,,yemen,aar,m,fall,Lenny's from Yemen,response=1,100,100,80,41,It sounded a bit robotic to me. ,
A1WGXVMQMFQQM6,,gen=2,age=2,eth=3,Midwest,,obama,aar,m,qrise,Did Laura meet president Obama?,response=2,16,84,68,60,,
A1WGXVMQMFQQM6,,gen=2,age=2,eth=3,Midwest,,married,bon,f,rise1,Ellen is married?,response=2,77,96,37,73,,
A1WGXVMQMFQQM6,,gen=2,age=2,eth=3,Midwest,,mom,ros,f,rise3,Eleanor is Andy's mom?,response=2,61,100,62,76,,
A1WGXVMQMFQQM6,,gen=2,age=2,eth=3,Midwest,,spaceship,kev,m,rise2,Maria was in a spaceship to the moon?,response=2,37,67,68,57,,
AU3FJ067IEQF,No,gen=2,age=1,eth=2,California,No,obama,ros,f,rise3,Laura met President Obama.,response=1,55,56,64,55,No,No
AU3FJ067IEQF,No,gen=2,age=1,eth=2,California,No,mom,kev,m,rise2,Elenor is Andy's mom.,response=1,56,54,56,56,No,No
AU3FJ067IEQF,No,gen=2,age=1,eth=2,California,No,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,31,32,35,49,No,No
AU3FJ067IEQF,No,gen=2,age=1,eth=2,California,No,spaceship,bon,f,rise1,Maria was in a spaceship to the moon.,response=2,41,40,58,49,No,No
AU3FJ067IEQF,No,gen=2,age=1,eth=2,California,No,married,aar,m,fall,Ellen is married.,response=1,65,65,64,49,No,No
A2JGWDPGYD5X0N,,gen=1,age=5,eth=3,ma,,yemen,ros,f,qrise,is lenny from yemen?,response=2,19,33,23,33,,
A2JGWDPGYD5X0N,,gen=1,age=5,eth=3,ma,,mom,kev,m,rise2,elinore is annies mom,response=1,87,88,88,81,,
A2JGWDPGYD5X0N,,gen=1,age=5,eth=3,ma,,spaceship,bon,f,rise1,maria was in a spaceship to the moon,response=1,74,86,67,75,,
A2JGWDPGYD5X0N,,gen=1,age=5,eth=3,ma,,married,aar,m,fall,ellen is married,response=1,93,19,82,86,,
A2JGWDPGYD5X0N,,gen=1,age=5,eth=3,ma,,obama,ros,f,rise3,laura met president obama,response=1,87,81,61,62,,
A3ANB70V6WYOZY,,gen=1,age=1,eth=3,south,,spaceship,bon,f,rise2,Maria was in a spaceship to the moon?,response=2,1,80,14,65,,
A3ANB70V6WYOZY,,gen=1,age=1,eth=3,south,,mom,kev,m,rise3,Elinor is Annie's mom?,response=2,1,90,25,63,,
A3ANB70V6WYOZY,,gen=1,age=1,eth=3,south,,obama,ros,f,qrise,Did Laura meet President Obama?,response=2,0,99,16,77,,
A3ANB70V6WYOZY,,gen=1,age=1,eth=3,south,,yemen,ros,f,fall,Lenny's from Yemen.,response=1,99,12,91,25,,
A3ANB70V6WYOZY,,gen=1,age=1,eth=3,south,,married,aar,m,rise1,Ellen is married?,response=2,1,66,24,22,,
A12BPNWOK3NZT9,No,gen=1,age=3,eth=3,Valdosta Georgia,No,yemen,ros,f,qrise,Is Lenny from Yemen? ,response=2,20,75,40,85,No,No
A12BPNWOK3NZT9,No,gen=1,age=3,eth=3,Valdosta Georgia,No,obama,ros,f,rise3,Laura met President Obama?,response=2,20,90,45,75,No,No
A12BPNWOK3NZT9,No,gen=1,age=3,eth=3,Valdosta Georgia,No,spaceship,bon,f,rise1,Maria was in a spaceship to the moon? ,response=2,20,75,25,80,I believe this is a question although phrased like a statement. It is possible that it could be a statement especially if the speaker is going to follow this statement with something else as if she is setting a premise to add to it.  ,No
A12BPNWOK3NZT9,No,gen=1,age=3,eth=3,Valdosta Georgia,No,mom,kev,m,rise2,Eleanor is Annie's mom? ,response=2,30,80,45,85,This also sounds like it could be a statement but only if followed by another statement from the same speaker. It is phrased like a statement spoken like a question. ,No
A12BPNWOK3NZT9,No,gen=1,age=3,eth=3,Valdosta Georgia,No,married,aar,m,fall,Ellen is married. ,response=1,100,15,85,85,No,No
A2W1C5PDHUF25O,,gen=2,age=5,eth=3,West,,spaceship,kev,m,qrise,was maria on a spaceship to the moon?,response=2,2,82,20,64,,
A2W1C5PDHUF25O,,gen=2,age=5,eth=3,West,,obama,aar,m,rise1,Laura met Preident Obama.,response=1,86,16,69,55,,
A2W1C5PDHUF25O,,gen=2,age=5,eth=3,West,,yemen,aar,m,rise2,Lenny's from Yemen.,response=1,92,44,84,59,,
A2W1C5PDHUF25O,,gen=2,age=5,eth=3,West,,married,bon,f,rise3,Allan is married?,response=2,12,75,17,69,,
A2W1C5PDHUF25O,,gen=2,age=5,eth=3,West,,mom,ros,f,fall,Elenor is Annie's mom.,response=1,95,15,89,64,,
A1ORP0J662SA5N,N/A,gen=2,age=3,eth=5,South,N/A,yemen,ros,f,qrise,Is Lenny from Yamin?,response=2,27,80,50,100,,
A1ORP0J662SA5N,N/A,gen=2,age=3,eth=5,South,N/A,mom,kev,m,rise2,Elanore is Annie's mom,response=2,73,90,73,95,,
A1ORP0J662SA5N,N/A,gen=2,age=3,eth=5,South,N/A,married,aar,m,fall,Ellen is married,response=1,100,76,100,85,,
A1ORP0J662SA5N,N/A,gen=2,age=3,eth=5,South,N/A,spaceship,bon,f,rise1,Maria was in a spaceship to the moon.,response=2,32,74,43,100,,
A1ORP0J662SA5N,N/A,gen=2,age=3,eth=5,South,N/A,obama,ros,f,rise3,LAura met president Obama,response=2,50,81,20,78,,
A31Q4HFUPE2DXG,No,gen=2,age=1,eth=3,Midwest,No,mom,kev,m,qrise,Is that one Randy's mom,response=2,4,85,16,94,I heard Randy not Annie,No
A31Q4HFUPE2DXG,No,gen=2,age=1,eth=3,Midwest,No,obama,ros,f,fall,Laura met President Obama,response=1,100,0,100,33,No,No
A31Q4HFUPE2DXG,No,gen=2,age=1,eth=3,Midwest,No,spaceship,bon,f,rise3,Maria was in a spaceship to the moon?,response=2,6,83,13,81,No,No
A31Q4HFUPE2DXG,No,gen=2,age=1,eth=3,Midwest,No,married,aar,m,rise2,Ellen is married?,response=2,17,74,15,26,No,No
A31Q4HFUPE2DXG,No,gen=2,age=1,eth=3,Midwest,No,yemen,ros,f,rise1,Lenny's from Yemen?,response=2,17,71,35,66,No,No
A28PZF7KB8FL7Z,no,gen=2,age=2,eth=3,New York,no,married,bon,f,qrise,Is Ellen married?,response=2,10,79,17,87,no,no
A28PZF7KB8FL7Z,no,gen=2,age=2,eth=3,New York,no,obama,aar,m,rise2,Laura met President Obama,response=1,85,26,75,75,no,no
A28PZF7KB8FL7Z,no,gen=2,age=2,eth=3,New York,no,yemen,aar,m,rise3,Lenny is from Yemen,response=2,34,88,24,72,no,no
A28PZF7KB8FL7Z,no,gen=2,age=2,eth=3,New York,no,mom,ros,f,rise1,Elanor is Annie's mom,response=2,37,90,25,79,no,no
A28PZF7KB8FL7Z,no,gen=2,age=2,eth=3,New York,no,spaceship,kev,m,fall,Maria was in a space ship to the moon,response=1,89,43,86,78,no,no
A2GG013UMCC9MO,NO,gen=2,age=2,eth=3,OHIO,NO,married,aar,m,rise3,ellen is married,response=2,2,99,22,40,no,no
A2GG013UMCC9MO,NO,gen=2,age=2,eth=3,OHIO,NO,spaceship,bon,f,qrise,was maria in a spaceship to the moon?,response=2,1,100,29,35,no,no
A2GG013UMCC9MO,NO,gen=2,age=2,eth=3,OHIO,NO,yemen,ros,f,rise2,Money's from Yemen?,response=2,2,97,30,58,no,no
A2GG013UMCC9MO,NO,gen=2,age=2,eth=3,OHIO,NO,mom,kev,m,fall,Elanor is Andy's mom.,response=1,98,4,98,69,no,no
A2GG013UMCC9MO,NO,gen=2,age=2,eth=3,OHIO,NO,obama,ros,f,rise1,Laura met President Obama?,response=2,1,99,39,59,no,NO
A2SYRFPPV9WDEG,,gen=2,age=2,eth=3,CA,,spaceship,kev,m,rise2,Maria was in a spaceship to the moon,response=2,35,18,10,57,,
A2SYRFPPV9WDEG,,gen=2,age=2,eth=3,CA,,yemen,aar,m,fall,Lenny is from Yemen,response=1,75,89,81,52,,
A2SYRFPPV9WDEG,,gen=2,age=2,eth=3,CA,,obama,aar,m,qrise,Did Laura meet President Obama,response=2,15,5,21,67,,
A2SYRFPPV9WDEG,,gen=2,age=2,eth=3,CA,,mom,ros,f,rise3,Eleanor is Annie's Mom?,response=2,30,26,23,60,,
A2SYRFPPV9WDEG,,gen=2,age=2,eth=3,CA,,married,bon,f,rise1,Elen is married?,response=2,28,42,29,62,,
A1CRE2Z623JZ6V,none,gen=2,age=4,eth=3,michigan,none,mom,kev,m,qrise,his owner and his mom,response=2,73,70,38,75,his owner and his mom?,
A1CRE2Z623JZ6V,none,gen=2,age=4,eth=3,michigan,none,spaceship,bon,f,rise3,Maria was in a spaceship to the moon.,response=1,94,94,82,56,,
A1CRE2Z623JZ6V,none,gen=2,age=4,eth=3,michigan,none,obama,ros,f,fall,Laura met president obama,response=1,92,96,94,61,,
A1CRE2Z623JZ6V,none,gen=2,age=4,eth=3,michigan,none,married,aar,m,rise2,ellen is married?,response=2,14,32,20,78,,
A1CRE2Z623JZ6V,none,gen=2,age=4,eth=3,michigan,none,yemen,ros,f,rise1,Lennie's from Yemen,response=1,72,69,37,67,,
A1M40QX9HAQSPK,No,gen=1,age=4,eth=3,Northeast (NJ & NY),No,spaceship,bon,f,fall,Maria was in a space ship to the moon.,response=1,100,15,90,65,,It sounds like she was reading from a book and a little 'flat'.
A1M40QX9HAQSPK,No,gen=1,age=4,eth=3,Northeast (NJ & NY),No,married,aar,m,qrise,Is Ellen married?,response=1,0,85,15,90,,
A1M40QX9HAQSPK,No,gen=1,age=4,eth=3,Northeast (NJ & NY),No,yemen,ros,f,rise3,Lenny's from Yemen?,response=2,0,90,15,75,,
A1M40QX9HAQSPK,No,gen=1,age=4,eth=3,Northeast (NJ & NY),No,mom,kev,m,rise1,Eleanor's Annie's mom?,response=2,15,90,15,70,,
A1M40QX9HAQSPK,No,gen=1,age=4,eth=3,Northeast (NJ & NY),No,obama,ros,f,rise2,Laura met President Obama?,response=2,15,90,20,75,,
A1OWQ7CM57IYZU,,gen=1,age=1,eth=4,South Texas,,mom,kev,m,fall,Eleanor is Andy's mom,response=1,100,19,91,88,,
A1OWQ7CM57IYZU,,gen=1,age=1,eth=4,South Texas,,married,aar,m,rise3,Ellen is married?,response=2,0,100,21,76,,
A1OWQ7CM57IYZU,,gen=1,age=1,eth=4,South Texas,,yemen,ros,f,rise2,Lenny is from Yemen,response=1,97,37,65,58,,
A1OWQ7CM57IYZU,,gen=1,age=1,eth=4,South Texas,,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon?,response=2,28,83,22,100,,
A1OWQ7CM57IYZU,,gen=1,age=1,eth=4,South Texas,,obama,ros,f,rise1,Laura met President Obama,response=1,100,41,100,60,,
ATHS9CW2FLYUY,Thank you!,gen=2,age=2,eth=3,NY,Thank you!,mom,kev,m,rise2,i wonder were's annie's mom?,response=2,25,41,17,78,,
ATHS9CW2FLYUY,Thank you!,gen=2,age=2,eth=3,NY,Thank you!,yemen,ros,f,qrise,Is Lenny from Yemen?,response=2,23,47,21,88,,
ATHS9CW2FLYUY,Thank you!,gen=2,age=2,eth=3,NY,Thank you!,spaceship,bon,f,rise1,Maria was in a spaceship to the moon?,response=2,9,64,11,69,,
ATHS9CW2FLYUY,Thank you!,gen=2,age=2,eth=3,NY,Thank you!,married,aar,m,fall,Ellen is married.,response=1,95,29,86,43,,
ATHS9CW2FLYUY,Thank you!,gen=2,age=2,eth=3,NY,Thank you!,obama,ros,f,rise3,Lauren met President Obama?,response=2,10,61,20,61,,
A19M6CYM4B8WP2,,gen=2,age=3,eth=3,West Coast (Alaska Washington California Oregon),,spaceship,bon,f,qrise,Was Maria in a spaceship to the moon,response=2,0,0,1,79,,
A19M6CYM4B8WP2,,gen=2,age=3,eth=3,West Coast (Alaska Washington California Oregon),,obama,ros,f,rise1,Laura met President Obama,response=1,77,50,55,41,Only that is sounded more like a statement than a question,The speaker seems unimpressed
A19M6CYM4B8WP2,,gen=2,age=3,eth=3,West Coast (Alaska Washington California Oregon),,mom,kev,m,fall,Eleanor is Andy's mom,response=1,92,10,88,76,Eleanor is Andy's mom,
A19M6CYM4B8WP2,,gen=2,age=3,eth=3,West Coast (Alaska Washington California Oregon),,married,aar,m,rise3,Ellen is married,response=2,0,68,0,60,,
A19M6CYM4B8WP2,,gen=2,age=3,eth=3,West Coast (Alaska Washington California Oregon),,yemen,ros,f,rise2,Lenny's from Yemen,response=2,30,72,31,68,,
A1ANSFI5L7SUUH,,gen=1,age=1,eth=4,florida,,yemen,ros,f,rise1,lennys from yemen,response=2,93,72,30,48,no,no
A1ANSFI5L7SUUH,,gen=1,age=1,eth=4,florida,,mom,kev,m,qrise,andys mom,response=1,65,66,40,46,no,no
A1ANSFI5L7SUUH,,gen=1,age=1,eth=4,florida,,married,aar,m,rise2,ellen is married,response=1,82,79,62,63,no,no
A1ANSFI5L7SUUH,,gen=1,age=1,eth=4,florida,,spaceship,bon,f,rise3,maria was in a spaceship to the moon,response=1,64,78,46,49,no,no
A1ANSFI5L7SUUH,,gen=1,age=1,eth=4,florida,,obama,ros,f,fall,more about president obama,response=1,79,69,75,54,no,no
AHWF0QIK9VTDS,,gen=2,age=4,eth=1,Northeast,,mom,kev,m,qrise,Is Eleanor Eddie's mom?,response=2,1,75,50,85,,
AHWF0QIK9VTDS,,gen=2,age=4,eth=1,Northeast,,obama,ros,f,fall,Laura met President Obama.,response=1,100,50,90,75,,
AHWF0QIK9VTDS,,gen=2,age=4,eth=1,Northeast,,married,aar,m,rise2,Ellen is married?,response=2,0,100,1,80,,
AHWF0QIK9VTDS,,gen=2,age=4,eth=1,Northeast,,yemen,ros,f,rise1,Lenny's from Yemen?,response=2,1,99,1,80,,
AHWF0QIK9VTDS,,gen=2,age=4,eth=1,Northeast,,spaceship,bon,f,rise3,Maria was in a spaceship to the moon?,response=2,0,90,1,80,,
A190P2HM4D6ISE,Interesting and fun survey!,gen=2,age=2,eth=3,Northeast,Interesting and fun survey!,mom,ros,f,rise1,Eleanor is Annie's mom.,response=2,31,31,20,85,No,None
A190P2HM4D6ISE,Interesting and fun survey!,gen=2,age=2,eth=3,Northeast,Interesting and fun survey!,yemen,aar,m,rise3,Lenny's from Yemen.,response=2,25,25,20,85,No,None
A190P2HM4D6ISE,Interesting and fun survey!,gen=2,age=2,eth=3,Northeast,Interesting and fun survey!,obama,aar,m,rise2,Laura met President Obama.,response=2,35,60,25,85,No,It sounds as if perhaps the speaker is just learning of information that is well-known to others. 
A190P2HM4D6ISE,Interesting and fun survey!,gen=2,age=2,eth=3,Northeast,Interesting and fun survey!,spaceship,kev,m,fall,Maria was in a spaceship to the moon.,response=1,90,25,90,85,No,None
A190P2HM4D6ISE,Interesting and fun survey!,gen=2,age=2,eth=3,Northeast,Interesting and fun survey!,married,bon,f,qrise,Is Owen married?,response=2,15,70,10,90,No,None
A2S6QOCFC3EAYH,no,gen=2,age=3,eth=1,midwest,no,mom,ros,f,rise3,eleanor is andy's mom,response=1,3,97,2,50,no,no
A2S6QOCFC3EAYH,no,gen=2,age=3,eth=1,midwest,no,obama,aar,m,qrise,did laura meet president obama,response=2,2,95,18,50,no,no
A2S6QOCFC3EAYH,no,gen=2,age=3,eth=1,midwest,no,married,bon,f,rise1,ellen is married,response=2,1,97,3,50,no,no
A2S6QOCFC3EAYH,no,gen=2,age=3,eth=1,midwest,no,yemen,aar,m,fall,lenny's from yemen,response=1,99,20,99,24,no,no
A2S6QOCFC3EAYH,no,gen=2,age=3,eth=1,midwest,no,spaceship,kev,m,rise2,maria was in a spaceship to the moon,response=2,1,96,10,51,no,no
A2TY6V6T6FYVGX,None,gen=1,age=1,eth=2,New York,None,married,aar,m,fall,Ellen is married,response=1,100,27,75,63,,
A2TY6V6T6FYVGX,None,gen=1,age=1,eth=2,New York,None,yemen,ros,f,qrise,Is Lenny from Yemen,response=2,14,83,37,64,,
A2TY6V6T6FYVGX,None,gen=1,age=1,eth=2,New York,None,mom,kev,m,rise2,Eleanor is Annie's mom,response=2,30,73,40,68,,
A2TY6V6T6FYVGX,None,gen=1,age=1,eth=2,New York,None,obama,ros,f,rise3,Laura met president Obama,response=2,41,83,53,45,,
