workerid,stimulus,sentence,pronoun,speaker,speaker_gender,intonation,verification,speechact_choice,sp_certainty,addr_certainty,sp_authority,sp_politeness,subject_gender,subject_age,subject_ethnicity
A1BHHRSKO2MBT3,yemen_you_ros_f_rise3,yemen,you,ros,Female,rise3,you're from yemen,Request,20,38,75,72,Male,1,3
A2EOOF9D135HQ1,yemen_you_ros_f_rise2,yemen,you,ros,Female,rise2,You're from Yemen?,Question,61,60,9,84,Male,3,3
A2EOOF9D135HQ1,mom_eleanor_bon_f_rise2,mom,eleanor,bon,Female,rise2,Elenores Annies Mom,Assertion,40,34,19,89,Male,3,3
A2EOOF9D135HQ1,obama_laura_ed_m_rise3,obama,laura,ed,Male,rise3,Laura met President Obama.,Question,36,25,48,86,Male,3,3
A2EOOF9D135HQ1,spaceship_maria_kev_m_rise1,spaceship,maria,kev,Male,rise1,Maria was in a spaceship to the moon?,Question,43,38,44,87,Male,3,3
A2EOOF9D135HQ1,rain_it_ed_m_rise1,rain,it,ed,Male,rise1,Its rainer?,Question,7,13,34,84,Male,3,3
A2EOOF9D135HQ1,lawn_you_kev_m_fall,lawn,you,kev,Male,fall,You need to mow the lawn.,Request,70,80,84,61,Male,3,3
A2EOOF9D135HQ1,married_ellen_ros_f_fall,married,ellen,ros,Female,fall,Allen is married.,Assertion,89,89,54,54,Male,3,3
A2EOOF9D135HQ1,yemen_lenny_bon_f_rise3,yemen,lenny,bon,Female,rise3,Lenny's from Yemen?,Question,23,31,16,73,Male,3,3
A1H290FMMD7V1G,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,You're from Yimen?,Question,100,64,84,83,Female,3,3
A1H290FMMD7V1G,married_ellen_ros_f_rise2,married,ellen,ros,Female,rise2,Ellen is married?,Question,100,14,38,82,Female,3,3
A1H290FMMD7V1G,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Laura metPresident Obama?,Question,100,27,26,81,Female,3,3
A1H290FMMD7V1G,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,You need to mow the lawn?,Question,29,32,30,68,Female,3,3
A1H290FMMD7V1G,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Lenny is from Yemen?,Question,20,28,30,76,Female,3,3
A1H290FMMD7V1G,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,It's raining?,Question,4,59,23,65,Female,3,3
A1H290FMMD7V1G,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Eleanor is Annie's mom.,Assertion,93,86,70,67,Female,3,3
A1H290FMMD7V1G,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Maria was in a spaceship to the moon?,Question,32,33,37,67,Female,3,3
A36ATD0OJUNWBX,mom_eleanor_bon_f_rise2,mom,eleanor,bon,Female,rise2,Eleanor is Annie's mom,Question,1,2,2,95,Female,2,4
A36ATD0OJUNWBX,rain_it_ed_m_rise1,rain,it,ed,Male,rise1,It's raining,Assertion,25,20,0,89,Female,2,4
A36ATD0OJUNWBX,yemen_you_ros_f_rise2,yemen,you,ros,Female,rise2,You're from Yemen?,Question,12,17,5,86,Female,2,4
A36ATD0OJUNWBX,married_ellen_ros_f_fall,married,ellen,ros,Female,fall,Ellen is married,Assertion,97,95,89,42,Female,2,4
A36ATD0OJUNWBX,yemen_lenny_bon_f_rise3,yemen,lenny,bon,Female,rise3,Lenny's from Yemen?,Question,6,10,2,85,Female,2,4
A36ATD0OJUNWBX,spaceship_maria_kev_m_rise1,spaceship,maria,kev,Male,rise1,Maria was in a spaceship to the moon?,Question,2,4,9,86,Female,2,4
A36ATD0OJUNWBX,obama_laura_ed_m_rise3,obama,laura,ed,Male,rise3,Laura met president Obama?,Question,3,2,4,79,Female,2,4
A36ATD0OJUNWBX,lawn_you_kev_m_fall,lawn,you,kev,Male,fall,You need to mow the lawn,Assertion,94,91,78,77,Female,2,4
A4158R4Y06ZB4,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,You need to mow the lawn,Request,100,100,11,48,Male,1,3
A4158R4Y06ZB4,married_ellen_ros_f_rise2,married,ellen,ros,Female,rise2,Ellen is married,Question,40,59,30,100,Male,1,3
A4158R4Y06ZB4,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Laura met President Obama ,Assertion,69,59,10,68,Male,1,3
A4158R4Y06ZB4,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Ellanor is Annies mom,Assertion,72,64,51,65,Male,1,3
A4158R4Y06ZB4,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Leny's from Yemen?,Question,34,59,65,55,Male,1,3
A4158R4Y06ZB4,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,You're from Yemen?,Question,28,95,43,32,Male,1,3
A4158R4Y06ZB4,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,It's raining?,Question,18,84,21,55,Male,1,3
A4158R4Y06ZB4,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Maria was in a spaceship to the moon?,Question,28,75,44,62,Male,1,3
A2HSFJ1STZZGM5,mom_eleanor_kev_m_rise2,mom,eleanor,kev,Male,rise2,Eleanor is Annie's mom,Question,24,33,21,65,Female,4,3
A2HSFJ1STZZGM5,yemen_i_ros_f_rise3,yemen,i,ros,Female,rise3,I'm from Yemen,Assertion,76,81,64,80,Female,4,3
A2HSFJ1STZZGM5,beer_we_ed_m_rise1,beer,we,ed,Male,rise1,We should go get beer,Request,42,58,40,71,Female,4,3
A2HSFJ1STZZGM5,armadillo_kev_m_fall,armadillo,armadillo,kev,Male,fall,Armidillos are mammals,Assertion,72,75,69,62,Female,4,3
A2HSFJ1STZZGM5,obama_laura_ros_f_rise3,obama,laura,ros,Female,rise3,Laura met President Obama,Question,31,39,40,65,Female,4,3
A2HSFJ1STZZGM5,spaceship_maria_bon_f_rise1,spaceship,maria,bon,Female,rise1,Maria was in a spaceship to the moon,Question,37,28,41,66,Female,4,3
A2HSFJ1STZZGM5,yemen_lenny_ros_f_rise2,yemen,lenny,ros,Female,rise2,Lenny is from yemen,Assertion,65,65,58,68,Female,4,3
A2HSFJ1STZZGM5,married_ellen_ed_m_fall,married,ellen,ed,Male,fall,Ellen is married,Assertion,80,72,73,71,Female,4,3
A154X03NKVZZL1,yemen_lenny_ros_f_rise1,yemen,lenny,ros,Female,rise1,Money is for numan,Invitation,8,13,15,68,Male,2,3
A154X03NKVZZL1,beer_we_ed_m_rise3,beer,we,ed,Male,rise3,we should go get beer.,Request,100,59,39,68,Male,2,3
A154X03NKVZZL1,spaceship_maria_bon_f_rise3,spaceship,maria,bon,Female,rise3,maria is in a spaceship to the moon?,Invitation,91,43,47,63,Male,2,3
A154X03NKVZZL1,mom_eleanor_kev_m_fall,mom,eleanor,kev,Male,fall,elanor is amy's mom,Assertion,97,89,89,69,Male,2,3
A154X03NKVZZL1,armadillo_kev_m_rise2,armadillo,armadillo,kev,Male,rise2,armadillos are mamals?,Assertion,27,23,18,68,Male,2,3
A154X03NKVZZL1,married_ellen_ed_m_rise2,married,ellen,ed,Male,rise2,helen is married?,Invitation,39,36,36,70,Male,2,3
A154X03NKVZZL1,obama_laura_ros_f_rise1,obama,laura,ros,Female,rise1,before i met president obama,Assertion,31,31,35,40,Male,2,3
A154X03NKVZZL1,yemen_i_ros_f_fall,yemen,i,ros,Female,fall,i am from yemen,Assertion,99,55,83,91,Male,2,3
A18SXC3JEN1O0U,rain_it_ed_m_rise2,rain,it,ed,Male,rise2,it's raining,Question,6,66,13,69,Male,4,3
A18SXC3JEN1O0U,yemen_lenny_bon_f_fall,yemen,lenny,bon,Female,fall,monies from Yemen,Assertion,97,96,97,42,Male,4,3
A18SXC3JEN1O0U,spaceship_maria_kev_m_rise2,spaceship,maria,kev,Male,rise2,Maria was in a spaceship to the moon,Question,2,62,2,57,Male,4,3
A18SXC3JEN1O0U,married_ellen_ros_f_rise1,married,ellen,ros,Female,rise1,Ellen is married ?,Question,5,65,42,59,Male,4,3
A18SXC3JEN1O0U,yemen_you_ros_f_rise3,yemen,you,ros,Female,rise3,You're from Yemen ?,Question,59,65,23,66,Male,4,3
A18SXC3JEN1O0U,lawn_you_kev_m_rise1,lawn,you,kev,Male,rise1,You need to mow thhe lawn ?,Question,22,82,6,77,Male,4,3
A18SXC3JEN1O0U,mom_eleanor_bon_f_rise3,mom,eleanor,bon,Female,rise3,Elanor is Annie's mom ?,Question,41,92,5,68,Male,4,3
A18SXC3JEN1O0U,obama_laura_ed_m_fall,obama,laura,ed,Male,fall,Laura met President Obama.,Assertion,99,16,59,57,Male,4,3
A13OZKVMABI6O3,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,is lenny from yamen?,Question,1,0,0,100,Female,1,3
A13OZKVMABI6O3,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,Ellen is married,Assertion,94,95,0,100,Female,1,3
A13OZKVMABI6O3,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,Elanore is annies mom,Assertion,71,77,0,100,Female,1,3
A13OZKVMABI6O3,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Lenny is from yamen,Assertion,95,93,74,82,Female,1,3
A13OZKVMABI6O3,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,Armadillos are mammals,Assertion,100,100,100,15,Female,1,3
A13OZKVMABI6O3,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon,Assertion,100,95,100,39,Female,1,3
A13OZKVMABI6O3,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met president obama,Assertion,100,99,97,0,Female,1,3
A13OZKVMABI6O3,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,We should go get beer,Invitation,13,10,11,68,Female,1,3
A35TSND4F32X7O,mom_eleanor_kev_m_fall,mom,eleanor,kev,Male,fall,no one knows where's andy's mom,Assertion,91,75,30,79,Female,2,2
A35TSND4F32X7O,yemen_i_ros_f_fall,yemen,i,ros,Female,fall,I'm from Yemen,Assertion,100,99,68,68,Female,2,2
A35TSND4F32X7O,yemen_lenny_ros_f_rise1,yemen,lenny,ros,Female,rise1,Lenny is from Yemen?,Question,0,0,27,77,Female,2,2
A35TSND4F32X7O,armadillo_kev_m_rise2,armadillo,armadillo,kev,Male,rise2,Armadillos are mammals?,Question,1,0,26,75,Female,2,2
A35TSND4F32X7O,beer_we_ed_m_rise3,beer,we,ed,Male,rise3,You should go get beer?,Request,17,62,35,74,Female,2,2
A35TSND4F32X7O,married_ellen_ed_m_rise2,married,ellen,ed,Male,rise2,Ellen is married?,Question,21,84,32,71,Female,2,2
A35TSND4F32X7O,obama_laura_ros_f_rise1,obama,laura,ros,Female,rise1,Lauren met President Obama?,Question,34,88,29,79,Female,2,2
A35TSND4F32X7O,spaceship_maria_bon_f_rise3,spaceship,maria,bon,Female,rise3,Maria was in a space ship to the moon?,Question,23,100,37,71,Female,2,2
A33HMGO03RMOSM,spaceship_maria_bon_f_rise2,spaceship,maria,bon,Female,rise2,Maria was in a spaceship to the moon.,Assertion,39,37,7,92,Female,2,1
A33HMGO03RMOSM,yemen_lenny_ros_f_qrise3,yemen,lenny,ros,Female,qrise3,Is Lani from Yemen?,Question,0,90,6,93,Female,2,1
A33HMGO03RMOSM,beer_we_ed_m_rise2,beer,we,ed,Male,rise2,We should go get beer.,Invitation,74,70,60,60,Female,2,1
A33HMGO03RMOSM,obama_laura_ros_f_fall,obama,laura,ros,Female,fall,Laura met President Obama.,Assertion,56,37,33,41,Female,2,1
A33HMGO03RMOSM,armadillo_kev_m_rise1,armadillo,armadillo,kev,Male,rise1,Armadillos are mammals. ,Assertion,63,61,57,57,Female,2,1
A33HMGO03RMOSM,married_ellen_ed_m_rise1,married,ellen,ed,Male,rise1,Ellen is married.,Question,25,79,23,91,Female,2,1
A33HMGO03RMOSM,mom_eleanor_kev_m_rise3,mom,eleanor,kev,Male,rise3,Eleanor is Annie's mom.,Assertion,94,29,93,92,Female,2,1
A33HMGO03RMOSM,yemen_lenny_ros_f_rise3,yemen,lenny,ros,Female,rise3,Lenny is from Yemen.,Assertion,79,36,93,86,Female,2,1
A1HDZUAJK4BMIQ,beer_we_ed_m_fall,beer,we,ed,Male,fall,We should go get beer,Request,100,100,100,0,Female,1,3
A1HDZUAJK4BMIQ,yemen_i_ros_f_rise2,yemen,i,ros,Female,rise2,I am from Yemen.,Assertion,90,80,0,100,Female,1,3
A1HDZUAJK4BMIQ,mom_eleanor_kev_m_rise1,mom,eleanor,kev,Male,rise1,Eleanor is Annie's mom,Question,40,70,80,80,Female,1,3
A1HDZUAJK4BMIQ,spaceship_maria_bon_f_fall,spaceship,maria,bon,Female,fall,Maria was in a spaceship to the moon,Assertion,100,100,100,20,Female,1,3
A1HDZUAJK4BMIQ,married_ellen_ed_m_rise3,married,ellen,ed,Male,rise3,Ellen is married,Request,0,80,65,75,Female,1,3
A1HDZUAJK4BMIQ,armadillo_kev_m_rise3,armadillo,armadillo,kev,Male,rise3,Armadillos are mammals,Request,0,80,30,100,Female,1,3
A1HDZUAJK4BMIQ,yemen_lenny_ros_f_fall,yemen,lenny,ros,Female,fall,Lenny is from Yemen.,Assertion,100,0,100,14,Female,1,3
A1HDZUAJK4BMIQ,obama_laura_ros_f_rise2,obama,laura,ros,Female,rise2,Laura met president Obama,Request,0,100,30,70,Female,1,3
ASVU8IUWURJTW,yemen_you_ros_f_rise2,yemen,you,ros,Female,rise2,You're from Yemen?,Question,66,69,56,83,Female,1,3
ASVU8IUWURJTW,obama_laura_ed_m_rise3,obama,laura,ed,Male,rise3,Laura met President Obama?,Question,85,86,66,64,Female,1,3
ASVU8IUWURJTW,lawn_you_kev_m_fall,lawn,you,kev,Male,fall,You need to mow the lawn. ,Request,97,87,94,27,Female,1,3
ASVU8IUWURJTW,rain_it_ed_m_rise1,rain,it,ed,Male,rise1,It's raining?,Question,35,69,39,56,Female,1,3
ASVU8IUWURJTW,spaceship_maria_kev_m_rise1,spaceship,maria,kev,Male,rise1,Maria was in a spaceship to the moon?,Question,23,41,33,61,Female,1,3
ASVU8IUWURJTW,married_ellen_ros_f_fall,married,ellen,ros,Female,fall,Ellen is married. ,Assertion,98,15,98,55,Female,1,3
ASVU8IUWURJTW,mom_eleanor_bon_f_rise2,mom,eleanor,bon,Female,rise2,Eleanor is Annie's mom?,Question,28,77,63,74,Female,1,3
ASVU8IUWURJTW,yemen_lenny_bon_f_rise3,yemen,lenny,bon,Female,rise3,Lennie's from Yemen?,Question,71,38,71,63,Female,1,3
A1HUUSCZ4I5SOP,obama_laura_ros_f_rise1,obama,laura,ros,Female,rise1,president Obama,Assertion,50,50,25,75,Male,4,3
A1HUUSCZ4I5SOP,spaceship_maria_bon_f_rise3,spaceship,maria,bon,Female,rise3,Maria was in a spaceship to the moon,Question,32,32,30,80,Male,4,3
A1HUUSCZ4I5SOP,mom_eleanor_kev_m_fall,mom,eleanor,kev,Male,fall,Eleanor is Annie's mom,Assertion,80,80,65,70,Male,4,3
A1HUUSCZ4I5SOP,married_ellen_ed_m_rise2,married,ellen,ed,Male,rise2,Ellen is married,Question,20,21,11,85,Male,4,3
A1HUUSCZ4I5SOP,yemen_i_ros_f_fall,yemen,i,ros,Female,fall,I'm from Yemen,Assertion,100,100,92,93,Male,4,3
A1HUUSCZ4I5SOP,armadillo_kev_m_rise2,armadillo,armadillo,kev,Male,rise2,Armadillos are mammals,Request,24,24,10,80,Male,4,3
A1HUUSCZ4I5SOP,yemen_lenny_ros_f_rise1,yemen,lenny,ros,Female,rise1,Lennie is from Yemen,Question,40,40,30,82,Male,4,3
A1HUUSCZ4I5SOP,beer_we_ed_m_rise3,beer,we,ed,Male,rise3,We should go get beer,Request,45,45,35,80,Male,4,3
A1YVMDRR9W1LZ1,married_ellen_ros_f_rise2,married,ellen,ros,Female,rise2,Ellen is married,Assertion,32,77,24,75,Male,2,3
A1YVMDRR9W1LZ1,obama_laura_ed_m_rise1,obama,laura,ed,Male,rise1,Laura met President Obama,Assertion,41,84,43,74,Male,2,3
A1YVMDRR9W1LZ1,lawn_you_kev_m_rise2,lawn,you,kev,Male,rise2,you need to mow the lawn,Request,30,60,19,61,Male,2,3
A1YVMDRR9W1LZ1,rain_it_ed_m_rise3,rain,it,ed,Male,rise3,It's raining,Question,26,84,62,70,Male,2,3
A1YVMDRR9W1LZ1,spaceship_maria_kev_m_rise3,spaceship,maria,kev,Male,rise3,Bria was in a spaceship to the moon,Question,29,72,37,63,Male,2,3
A1YVMDRR9W1LZ1,yemen_lenny_bon_f_rise1,yemen,lenny,bon,Female,rise1,Lenny's from Yemin,Question,27,72,43,45,Male,2,3
A1YVMDRR9W1LZ1,yemen_you_ros_f_rise1,yemen,you,ros,Female,rise1,You're from Yemin,Question,31,67,38,72,Male,2,3
A1YVMDRR9W1LZ1,mom_eleanor_bon_f_fall,mom,eleanor,bon,Female,fall,Eleanor is Annie's mom ,Assertion,40,23,61,42,Male,2,3
A1MTRZDRKNB9GV,armadillo_kev_m_rise2,armadillo,armadillo,kev,Male,rise2,ammado are mammals,Assertion,71,73,43,80,Female,4,3
A1MTRZDRKNB9GV,obama_laura_ros_f_rise1,obama,laura,ros,Female,rise1,luara met president Obama,Assertion,73,75,42,69,Female,4,3
A1MTRZDRKNB9GV,beer_we_ed_m_rise3,beer,we,ed,Male,rise3,you should go get beer,Request,80,70,78,74,Female,4,3
A1MTRZDRKNB9GV,yemen_lenny_ros_f_rise1,yemen,lenny,ros,Female,rise1,he is from yeman ,Assertion,76,69,38,69,Female,4,3
A1MTRZDRKNB9GV,yemen_i_ros_f_fall,yemen,i,ros,Female,fall,I am from yeman ,Assertion,99,98,32,98,Female,4,3
A1MTRZDRKNB9GV,mom_eleanor_kev_m_fall,mom,eleanor,kev,Male,fall,ellard is annies mom,Assertion,99,99,99,99,Female,4,3
A1MTRZDRKNB9GV,married_ellen_ed_m_rise2,married,ellen,ed,Male,rise2,ellma is married ,Assertion,97,99,99,99,Female,4,3
A1MTRZDRKNB9GV,spaceship_maria_bon_f_rise3,spaceship,maria,bon,Female,rise3,marie was in a space to the moon,Request,89,80,39,90,Female,4,3
A19UBZFVUWL1ES,married_ellen_ed_m_rise3,married,ellen,ed,Male,rise3,Ellen is married ,Question,27,58,23,48,Male,3,3
A19UBZFVUWL1ES,yemen_i_ros_f_rise2,yemen,i,ros,Female,rise2,I'm from yemen,Assertion,79,62,56,58,Male,3,3
A19UBZFVUWL1ES,beer_we_ed_m_fall,beer,we,ed,Male,fall,We should go get beer ,Invitation,56,41,36,45,Male,3,3
A19UBZFVUWL1ES,yemen_lenny_ros_f_fall,yemen,lenny,ros,Female,fall,Lenny is from yemen,Assertion,79,20,61,56,Male,3,3
A19UBZFVUWL1ES,mom_eleanor_kev_m_rise1,mom,eleanor,kev,Male,rise1,Eleanor is andy's mom,Question,34,61,15,58,Male,3,3
A19UBZFVUWL1ES,spaceship_maria_bon_f_fall,spaceship,maria,bon,Female,fall,Maria was in a spaceship to the moon,Assertion,61,34,59,60,Male,3,3
A19UBZFVUWL1ES,obama_laura_ros_f_rise2,obama,laura,ros,Female,rise2,Elora met president obama,Question,61,28,66,62,Male,3,3
A19UBZFVUWL1ES,armadillo_kev_m_rise3,armadillo,armadillo,kev,Male,rise3,Armadillos are mammals,Question,32,62,41,65,Male,3,3
A1S4ZKBLGPXYU5,mom_eleanor_kev_m_rise2,mom,eleanor,kev,Male,rise2,I wonder where's Amy's mom?,Question,17,27,0,21,Unspecified,1,4
A1S4ZKBLGPXYU5,yemen_i_ros_f_rise3,yemen,i,ros,Female,rise3,I'm from Yemen?,Assertion,32,38,10,51,Unspecified,1,4
A1S4ZKBLGPXYU5,yemen_lenny_ros_f_rise2,yemen,lenny,ros,Female,rise2,Lenny is from Yemen.,Assertion,42,47,31,17,Unspecified,1,4
A1S4ZKBLGPXYU5,armadillo_kev_m_fall,armadillo,armadillo,kev,Male,fall,Armadillos are mammals.,Assertion,100,100,62,50,Unspecified,1,4
A1S4ZKBLGPXYU5,married_ellen_ed_m_fall,married,ellen,ed,Male,fall,Ella is married.,Assertion,100,100,49,46,Unspecified,1,4
A1S4ZKBLGPXYU5,obama_laura_ros_f_rise3,obama,laura,ros,Female,rise3,Laura met President Obama.,Assertion,41,59,30,54,Unspecified,1,4
A1S4ZKBLGPXYU5,spaceship_maria_bon_f_rise1,spaceship,maria,bon,Female,rise1,Maria was in a spaceship to the moon?,Assertion,22,33,0,65,Unspecified,1,4
A1S4ZKBLGPXYU5,beer_we_ed_m_rise1,beer,we,ed,Male,rise1,We should go get beer?,Assertion,0,0,0,77,Unspecified,1,4
A3RRTVBTY0MMW7,mom_eleanor_kev_m_fall,mom,eleanor,kev,Male,fall,helenor is annies mom,Assertion,99,100,92,65,Male,1,4
A3RRTVBTY0MMW7,married_ellen_ed_m_rise2,married,ellen,ed,Male,rise2,ellen is married,Assertion,91,92,67,54,Male,1,4
A3RRTVBTY0MMW7,yemen_lenny_ros_f_rise1,yemen,lenny,ros,Female,rise1,Lenny is from Yemen,Assertion,89,89,59,61,Male,1,4
A3RRTVBTY0MMW7,yemen_i_ros_f_fall,yemen,i,ros,Female,fall,I'm from Yemen,Assertion,100,100,77,68,Male,1,4
A3RRTVBTY0MMW7,spaceship_maria_bon_f_rise3,spaceship,maria,bon,Female,rise3,Maria was in a spaceship to the moon,Question,38,34,38,56,Male,1,4
A3RRTVBTY0MMW7,obama_laura_ros_f_rise1,obama,laura,ros,Female,rise1,Laura met president Obama,Assertion,91,89,70,63,Male,1,4
A3RRTVBTY0MMW7,beer_we_ed_m_rise3,beer,we,ed,Male,rise3,We should go get beer,Request,75,74,63,53,Male,1,4
A3RRTVBTY0MMW7,armadillo_kev_m_rise2,armadillo,armadillo,kev,Male,rise2,armadillos are mammals,Assertion,87,85,67,57,Male,1,4
A1PD0NGV29HX0W,spaceship_maria_kev_m_fall,spaceship,maria,kev,Male,fall,baria was in a spaceship to the moon,Assertion,96,98,98,98,Unspecified,2,3
A1PD0NGV29HX0W,obama_laura_ed_m_rise2,obama,laura,ed,Male,rise2,Laura met president Obama,Assertion,99,99,68,99,Unspecified,2,3
A1PD0NGV29HX0W,rain_it_ed_m_fall,rain,it,ed,Male,fall,It's raining,Assertion,98,99,7,97,Unspecified,2,3
A1PD0NGV29HX0W,yemen_lenny_bon_f_rise2,yemen,lenny,bon,Female,rise2,Moneys from Yemen,Request,8,31,13,76,Unspecified,2,3
A1PD0NGV29HX0W,married_ellen_ros_f_rise3,married,ellen,ros,Female,rise3,Ellen is married,Assertion,99,96,11,90,Unspecified,2,3
A1PD0NGV29HX0W,yemen_you_ros_f_fall,yemen,you,ros,Female,fall,You're from Yemen,Question,77,92,74,90,Unspecified,2,3
A1PD0NGV29HX0W,mom_eleanor_bon_f_rise1,mom,eleanor,bon,Female,rise1,Eleanor is Annies Mom,Assertion,93,95,89,81,Unspecified,2,3
A1PD0NGV29HX0W,lawn_you_kev_m_rise3,lawn,you,kev,Male,rise3,You need to move along,Assertion,98,97,97,98,Unspecified,2,3
A25DP39XRZDLQM,rain_it_ed_m_fall,rain,it,ed,Male,fall,It's raining. ,Assertion,99,97,99,75,Female,1,3
A25DP39XRZDLQM,lawn_you_kev_m_rise3,lawn,you,kev,Male,rise3,You need to mow the lawn. ,Request,89,72,81,59,Female,1,3
A25DP39XRZDLQM,mom_eleanor_bon_f_rise1,mom,eleanor,bon,Female,rise1,Eleanor is Annie's mom. ,Assertion,62,65,72,97,Female,1,3
A25DP39XRZDLQM,obama_laura_ed_m_rise2,obama,laura,ed,Male,rise2,Laura met president Obama?,Question,11,19,39,99,Female,1,3
A25DP39XRZDLQM,yemen_you_ros_f_fall,yemen,you,ros,Female,fall,You're from Yemen. ,Assertion,99,100,99,88,Female,1,3
A25DP39XRZDLQM,spaceship_maria_kev_m_fall,spaceship,maria,kev,Male,fall,Bria was in a spaceship to the moon. ,Assertion,100,99,100,82,Female,1,3
A25DP39XRZDLQM,yemen_lenny_bon_f_rise2,yemen,lenny,bon,Female,rise2,Lennie's from Yemen?,Question,9,14,40,90,Female,1,3
A25DP39XRZDLQM,married_ellen_ros_f_rise3,married,ellen,ros,Female,rise3,Ellen is married?,Question,19,16,43,86,Female,1,3
A2YFLDAJ2WB0AP,yemen_lenny_ros_f_fall,yemen,lenny,ros,Female,fall,Lenny is from Yamen.,Assertion,70,100,58,36,Male,1,2
A2YFLDAJ2WB0AP,armadillo_kev_m_rise3,armadillo,armadillo,kev,Male,rise3,Armadillos are mammals,Assertion,11,14,21,55,Male,1,2
A2YFLDAJ2WB0AP,mom_eleanor_kev_m_rise1,mom,eleanor,kev,Male,rise1,eleanor is annie's mom,Assertion,54,61,33,72,Male,1,2
A2YFLDAJ2WB0AP,spaceship_maria_bon_f_fall,spaceship,maria,bon,Female,fall,Maria was in a spaceship to the moon,Assertion,76,79,70,55,Male,1,2
A2YFLDAJ2WB0AP,married_ellen_ed_m_rise3,married,ellen,ed,Male,rise3,Ellen is married,Assertion,29,23,27,63,Male,1,2
A2YFLDAJ2WB0AP,beer_we_ed_m_fall,beer,we,ed,Male,fall,We should go get beer.,Invitation,65,60,63,50,Male,1,2
A2YFLDAJ2WB0AP,obama_laura_ros_f_rise2,obama,laura,ros,Female,rise2,Lauren met President Obama.,Request,18,19,30,56,Male,1,2
A2YFLDAJ2WB0AP,yemen_i_ros_f_rise2,yemen,i,ros,Female,rise2,I'm from Yamen.,Assertion,83,82,25,62,Male,1,2
A28SYXQL3YOKVL,lawn_you_kev_m_rise3,lawn,you,kev,Male,rise3,Do you need to mow the lawn?,Request,0,0,15,79,Male,2,3
A28SYXQL3YOKVL,yemen_lenny_bon_f_rise2,yemen,lenny,bon,Female,rise2,monies from Yemen.,Question,26,25,51,59,Male,2,3
A28SYXQL3YOKVL,yemen_you_ros_f_fall,yemen,you,ros,Female,fall,You're from Yemen.,Assertion,94,94,80,48,Male,2,3
A28SYXQL3YOKVL,rain_it_ed_m_fall,rain,it,ed,Male,fall,It's raining.,Assertion,95,99,76,70,Male,2,3
A28SYXQL3YOKVL,obama_laura_ed_m_rise2,obama,laura,ed,Male,rise2,Lara met President Obama.,Question,74,81,24,71,Male,2,3
A28SYXQL3YOKVL,married_ellen_ros_f_rise3,married,ellen,ros,Female,rise3,Alan is married?,Question,52,49,53,76,Male,2,3
A28SYXQL3YOKVL,spaceship_maria_kev_m_fall,spaceship,maria,kev,Male,fall,Maria was in a spaceship to the Moon.,Assertion,100,97,85,86,Male,2,3
A28SYXQL3YOKVL,mom_eleanor_bon_f_rise1,mom,eleanor,bon,Female,rise1,Elenore is Annie's mom?,Question,28,33,54,59,Male,2,3
A12K2BSLB5378S,mom_eleanor_bon_f_rise2,mom,eleanor,bon,Female,rise2,Eleanor is Annie's mom?,Question,38,74,34,74,Female,3,3
A12K2BSLB5378S,rain_it_ed_m_rise1,rain,it,ed,Male,rise1,It's rainer.,Question,31,58,38,70,Female,3,3
A12K2BSLB5378S,spaceship_maria_kev_m_rise1,spaceship,maria,kev,Male,rise1,Maria was in a spaceship to the moon?,Question,12,62,26,70,Female,3,3
A12K2BSLB5378S,yemen_you_ros_f_rise2,yemen,you,ros,Female,rise2,You're from Yemen?,Question,31,64,26,68,Female,3,3
A12K2BSLB5378S,obama_laura_ed_m_rise3,obama,laura,ed,Male,rise3,Laura met President Obama? ,Question,24,69,32,71,Female,3,3
A12K2BSLB5378S,lawn_you_kev_m_fall,lawn,you,kev,Male,fall,You need to mow the lawn. ,Request,97,83,95,84,Female,3,3
A12K2BSLB5378S,yemen_lenny_bon_f_rise3,yemen,lenny,bon,Female,rise3,Lenny's from Yemen?,Question,26,74,24,70,Female,3,3
